Anatomical Structures,Organ,is_watertight (T/F),number_of_tissue_blocks_registered_total_Lu_collision,number_of_datasets_with_ct_counts_for this_anatomical_structure,dataset_ids,number_of_existing_dataset_ids,existing_dataset_ids
VH_M_ascending_colon,SBU_M_Intestine_Large,Yes,7,10,"HBM852.NHMT.774,HBM925.FQDP.328,HBM433.SPRB.778,HBM464.RHLH.686,HBM998.WTJK.564,HBM463.FBXN.343,HBM666.VKDJ.428,HBM555.HMBG.982,HBM764.FQJK.692,HBM367.NSZK.788",0,
VH_M_rectum,SBU_M_Intestine_Large,No,8,12,"HBM487.LMVN.946,HBM659.GSQR.225,HBM373.VTNH.683,HBM557.VZPM.253,HBM254.QFCD.845,HBM464.RHLH.686,HBM233.XQZM.395,HBM595.QBKS.265,HBM393.FCNB.633,HBM483.BQRP.933,HBM352.TGQX.793,HBM764.FQJK.692",0,
VH_M_sigmoid_colon,SBU_M_Intestine_Large,No,8,12,"HBM487.LMVN.946,HBM659.GSQR.225,HBM373.VTNH.683,HBM557.VZPM.253,HBM254.QFCD.845,HBM464.RHLH.686,HBM233.XQZM.395,HBM595.QBKS.265,HBM393.FCNB.633,HBM483.BQRP.933,HBM352.TGQX.793,HBM764.FQJK.692",0,
VH_M_transverse_colon,SBU_M_Intestine_Large,Yes,7,11,"HBM599.CXNC.464,HBM824.KCHV.644,HBM793.LCCQ.642,HBM936.THPV.749,HBM247.JTNN.859,HBM826.TNCK.998,HBM895.DMHZ.834,HBM755.PXDD.845,HBM553.DVSQ.754,HBM477.KVFD.827,HBM799.RXWZ.543",0,
VH_M_descending_colon,SBU_M_Intestine_Large,Yes,7,10,"HBM778.QZPM.472,HBM655.MFTK.764,HBM243.MXBM.589,HBM354.VCFV.796,HBM862.RLLM.878,HBM626.RGND.384,HBM745.GCNN.553,HBM799.WGWR.477,HBM829.WLNR.649,HBM799.RXWZ.543",0,
VH_M_ileocecal_valve,SBU_M_Intestine_Large,No,0,0,,0,
VH_M_hepatic_flexure_of_colon,SBU_M_Intestine_Large,No,0,0,,0,
VH_M_vermiform_appendix,SBU_M_Intestine_Large,Yes,0,0,,0,
VH_M_caecum,SBU_M_Intestine_Large,Yes,7,10,"HBM852.NHMT.774,HBM925.FQDP.328,HBM433.SPRB.778,HBM464.RHLH.686,HBM998.WTJK.564,HBM463.FBXN.343,HBM666.VKDJ.428,HBM555.HMBG.982,HBM764.FQJK.692,HBM367.NSZK.788",0,
Yao_blood_vasculature,NIH_M_Lymph_Node,No,0,0,,0,
Yao_follicles,NIH_M_Lymph_Node,Yes,0,0,,0,
Yao_medulla_of_lymph_node,NIH_M_Lymph_Node,No,0,0,,0,
Yao_afferent_lymphatic_vessel,NIH_M_Lymph_Node,No,0,0,,0,
Yao_capsule_of_lymph_node,NIH_M_Lymph_Node,No,0,0,,0,
Yao_paracortex,NIH_M_Lymph_Node,Yes,0,0,,0,
Yao_efferent_lymph_node,NIH_M_Lymph_Node,Yes,0,0,,0,
VH_M_minor_calyx_L_c,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_i,VH_M_Ureter_L,Yes,0,0,,0,
VH_M_major_calyx_L_a,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_a,VH_M_Ureter_L,No,0,0,,0,
VH_M_ureter_L,VH_M_Ureter_L,No,1,2,"HBM985.TJZD.778,HBM248.WCBM.294",0,
VH_M_minor_calyx_L_f,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_d,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_h,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_g,VH_M_Ureter_L,No,0,0,,0,
VH_M_renal_pelvis_L,VH_M_Ureter_L,No,0,0,,0,
VH_M_major_calyx_L_c,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_e,VH_M_Ureter_L,No,0,0,,0,
VH_M_minor_calyx_L_b,VH_M_Ureter_L,No,0,0,,0,
VH_M_major_calyx_L_b,VH_M_Ureter_L,No,0,0,,0,
VH_F_fifth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C1_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_tenth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_fifth_lumbar_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_seventh_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C4_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C5_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_fourth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_first_lumbar_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_eigth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_third_lumbar_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_second_sacral_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_ninth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_fourth_sacral_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_first_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_first_sacral_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_fourth_lumbar_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_twelfth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_eleventh_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C6_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C8_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_third_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_second_lumbar_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_second_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C3_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C7_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_third_sacral_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_sixth_thoracic_spinal_cord_segment,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_C2_segment_of_cervical_spinal_cord,VH_F_Spinal_Cord,Yes,0,0,,0,
VH_F_renal_pyramid_L_f,VH_F_Kidney_L,Yes,2,38,"HBM664.MCDD.259,HBM646.BHHT.443,HBM977.JFFT.795,HBM796.LFJP.942,HBM376.WQVF.284,HBM366.RVSS.338,HBM678.CNWW.847,HBM496.PDBS.429,HBM433.XXZF.683,HBM654.KGFR.248,HBM756.GZSH.268,HBM768.GGMW.763,HBM487.ZVSC.235,HBM832.FZXR.449,HBM794.ZFKH.622,HBM784.RVTS.872,HBM834.WSBV.784,HBM694.QMLR.738,HBM226.JFZZ.568,HBM929.ZQRZ.278,HBM462.BPNZ.799,HBM596.XNXP.353,HBM283.GHKJ.532,HBM442.ZDMV.523,HBM668.RKPW.923,HBM657.MJHP.546,HBM878.HZJK.366,HBM373.QRLQ.338,HBM852.FNJG.394,HBM742.PLXW.786,HBM782.VBFQ.945,HBM688.SMXJ.943,HBM837.RZPL.332,HBM687.SQJV.939,HBM297.XHVP.489,HBM976.FZMR.433,HBM549.VSNH.445,HBM762.VLJF.655",0,
VH_F_renal_pyramid_L_g,VH_F_Kidney_L,Yes,0,0,,0,
VH_F_renal_pyramid_L_i,VH_F_Kidney_L,Yes,0,0,,0,
VH_F_outer_cortex_of_kidney_L,VH_F_Kidney_L,No,0,0,,0,
VH_F_renal_pyramid_L_h,VH_F_Kidney_L,Yes,1,2,"HBM624.DFVP.726,HBM382.HNKL.447",0,
VH_F_renal_pyramid_L_j,VH_F_Kidney_L,Yes,1,17,"HBM983.QHFB.659,HBM659.WFXT.729,HBM766.PSCS.545,HBM695.CKJX.997,HBM526.JMWM.852,HBM342.JZBJ.636,HBM229.RBVC.749,HBM995.XZDF.373,HBM734.WGZC.959,HBM224.GLDC.549,HBM953.HGVS.696,HBM998.JGQB.357,HBM792.RHTG.775,HBM386.CVHG.956,HBM473.WJGH.347,HBM332.KRRD.449,HBM959.XNWL.627",0,
VH_F_renal_pyramid_L_e,VH_F_Kidney_L,Yes,0,0,,0,
VH_F_renal_pyramid_L_d,VH_F_Kidney_L,Yes,0,0,,0,
VH_F_renal_pyramid_L_b,VH_F_Kidney_L,Yes,1,16,"HBM586.QXWD.492,HBM258.RBCM.393,HBM699.CHMK.457,HBM693.SFHL.776,HBM272.KQDJ.873,HBM754.SJMP.486,HBM797.HSMJ.596,HBM424.SZPT.976,HBM379.VLVM.268,HBM998.JCZZ.474,HBM345.GPBL.863,HBM548.DGFD.379,HBM437.FGQM.252,HBM489.LPCX.978,HBM348.FXGT.728,HBM847.LKDT.236",0,
VH_F_renal_pyramid_L_a,VH_F_Kidney_L,Yes,1,2,"HBM375.ZKZZ.765,HBM559.FGNX.293",0,
VH_F_kidney_capsule_L,VH_F_Kidney_L,No,0,0,,0,
VH_F_renal_column_L,VH_F_Kidney_L,Yes,2,36,"HBM983.QHFB.659,HBM664.MCDD.259,HBM762.VLJF.655,HBM659.WFXT.729,HBM766.PSCS.545,HBM695.CKJX.997,HBM959.XNWL.627,HBM596.XNXP.353,HBM526.JMWM.852,HBM342.JZBJ.636,HBM442.ZDMV.523,HBM366.RVSS.338,HBM229.RBVC.749,HBM995.XZDF.373,HBM668.RKPW.923,HBM657.MJHP.546,HBM224.GLDC.549,HBM734.WGZC.959,HBM953.HGVS.696,HBM998.JGQB.357,HBM373.QRLQ.338,HBM792.RHTG.775,HBM654.KGFR.248,HBM756.GZSH.268,HBM688.SMXJ.943,HBM837.RZPL.332,HBM386.CVHG.956,HBM487.ZVSC.235,HBM473.WJGH.347,HBM794.ZFKH.622,HBM784.RVTS.872,HBM332.KRRD.449,HBM834.WSBV.784,HBM226.JFZZ.568,HBM549.VSNH.445,HBM929.ZQRZ.278",0,
VH_F_renal_pyramid_L_c,VH_F_Kidney_L,Yes,0,0,,0,
VH_F_hilum_of_kidney_L,VH_F_Kidney_L,No,1,19,"HBM664.MCDD.259,HBM762.VLJF.655,HBM596.XNXP.353,HBM442.ZDMV.523,HBM366.RVSS.338,HBM668.RKPW.923,HBM657.MJHP.546,HBM373.QRLQ.338,HBM654.KGFR.248,HBM756.GZSH.268,HBM688.SMXJ.943,HBM837.RZPL.332,HBM487.ZVSC.235,HBM794.ZFKH.622,HBM784.RVTS.872,HBM834.WSBV.784,HBM226.JFZZ.568,HBM549.VSNH.445,HBM929.ZQRZ.278",0,
VH_F_renal_pyramid_L_k,VH_F_Kidney_L,Yes,0,0,,0,
VH_M_renal_pelvis_R,VH_M_Ureter_R,Yes,0,0,,0,
VH_M_minor_calyx_R_g,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_b,VH_M_Ureter_R,No,0,0,,0,
VH_M_major_calyx_R_a,VH_M_Ureter_R,No,0,0,,0,
VH_M_major_calyx_R_b,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_i,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_d,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_h,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_e,VH_M_Ureter_R,No,0,0,,0,
VH_M_ureter_R,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_a,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_c,VH_M_Ureter_R,No,0,0,,0,
VH_M_minor_calyx_R_f,VH_M_Ureter_R,No,0,0,,0,
VH_M_left_superior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_posterior_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_tracheal_cartilage,VH_M_Lung,No,0,0,,0,
VH_M_hilum_middle_R,VH_M_Lung,No,0,0,,0,
VH_M_left_apical_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_trachea,VH_M_Lung,Yes,0,0,,0,
VH_M_right_posterior_basal,VH_M_Lung,Yes,0,0,,0,
VH_M_arytenoid_cartilage_L,VH_M_Lung,No,0,0,,0,
VH_M_hilum_R,VH_M_Lung,No,0,0,,0,
VH_M_corniculate_cartilage_L,VH_M_Lung,No,0,0,,0,
VH_M_left_anterior_basal_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_anterior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_hilum_upper_R,VH_M_Lung,No,0,0,,0,
VH_M_hilum_upper_L,VH_M_Lung,No,0,0,,0,
VH_M_right_medial_basal_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_anterior_basal_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_left_superior_lobar_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_lingula_inferior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_medial_bronchus,VH_M_Lung,Yes,1,1,HBM466.CDSN.556,0,
VH_M_left_main_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_apical_bronchus,VH_M_Lung,No,0,0,,0,
VH_M_carina,VH_M_Lung,No,0,0,,0,
VH_M_right_lateral_bronchopulmonary_segment,VH_M_Lung,Yes,3,22,"HBM766.KVCF.327,HBM924.DSPX.449,HBM892.WCSN.345,HBM882.XFHR.889,HBM334.KSQN.472,HBM526.VJKT.388,HBM746.WTMD.298,HBM445.DSWB.536,HBM798.PJTM.788,HBM347.VDHS.379,HBM246.DMSS.835,HBM277.KCLM.554,HBM769.BDBL.437,HBM362.DFRK.276,HBM874.DVHQ.638,HBM853.XQFP.642,HBM927.DJTP.692,HBM788.QGNW.253,HBM579.TBQQ.622,HBM588.VTDT.466,HBM423.MVZQ.973,HBM832.NBWJ.366",0,
VH_M_left_medial_basal_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_right_lower_lobar_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_medial_basal_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_lateral_basal_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_bronchial_cartilage,VH_M_Lung,No,1,1,HBM466.CDSN.556,0,
VH_M_right_posterior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_lingula_superior_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_right_superior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_inferior_lobar_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_medial_basal_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_apical_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_right_superior_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_right_superior_lobar_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_anterior_basal_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_posetrior_basal_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_right_middle_lobar_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_lateral_basal_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_left_posterior_basal_bronchus,VH_M_Lung,No,0,0,,0,
VH_M_left_lingula_inferior_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_right_posterior_basal_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_right_medial_bronchopulmonary_segment,VH_M_Lung,Yes,7,67,"HBM766.KVCF.327,HBM475.LXDL.227,HBM892.WCSN.345,HBM475.NWHG.922,HBM457.NGNJ.877,HBM432.RXTV.994,HBM334.KSQN.472,HBM695.VNZJ.522,HBM693.ZRQJ.667,HBM897.SPNN.673,HBM798.PJTM.788,HBM558.JGRM.977,HBM568.DBHK.664,HBM389.FGMD.644,HBM687.DTXP.559,HBM578.ZCCJ.565,HBM557.KNTT.394,HBM585.GLSD.853,HBM692.WWJD.963,HBM288.CWGD.472,HBM362.DFRK.276,HBM853.XQFP.642,HBM725.CJCS.498,HBM822.JFNB.664,HBM466.CDSN.556,HBM894.JLHG.557,HBM697.XSHN.426,HBM589.HHJP.477,HBM944.CGHN.543,HBM969.CJQL.629,HBM588.VTDT.466,HBM758.BBRR.263,HBM846.GQRK.362,HBM398.ZSNW.578,HBM866.FZNM.729,HBM924.DSPX.449,HBM382.ZLQJ.654,HBM882.XFHR.889,HBM532.GGVW.352,HBM746.WTMD.298,HBM445.DSWB.536,HBM282.WKTX.279,HBM757.DZKS.993,HBM966.FCDR.357,HBM225.RSDB.445,HBM846.NMQR.693,HBM246.DMSS.835,HBM347.VDHS.379,HBM735.LWRH.779,HBM277.KCLM.554,HBM694.FQNK.638,HBM889.VFPS.969,HBM769.BDBL.437,HBM338.LZQK.454,HBM874.DVHQ.638,HBM932.RZJW.322,HBM539.MKQD.956,HBM927.DJTP.692,HBM788.QGNW.253,HBM883.SPLD.238,HBM745.QWJW.984,HBM644.JKNJ.684,HBM423.MVZQ.973,HBM752.FKLX.383,HBM659.MPZT.644,HBM832.NBWJ.366,HBM894.VJNM.258",0,
VH_M_right_anterior_basal_bronchopulmonary_segment,VH_M_Lung,No,0,0,,0,
VH_M_left_superior_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_left_posterior_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_right_lateral_bronchus,VH_M_Lung,Yes,1,10,"HBM874.DVHQ.638,HBM892.WCSN.345,HBM853.XQFP.642,HBM927.DJTP.692,HBM788.QGNW.253,HBM445.DSWB.536,HBM588.VTDT.466,HBM798.PJTM.788,HBM246.DMSS.835,HBM277.KCLM.554",0,
VH_M_right_anterior_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_right_lateral_basal_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_lateral_basal_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_epiglottic_cartilage,VH_M_Lung,No,0,0,,0,
VH_M_corniculate_cartilage_R,VH_M_Lung,No,0,0,,0,
VH_M_hilum_L,VH_M_Lung,No,0,0,,0,
VH_M_cricoid_cartilage,VH_M_Lung,Yes,0,0,,0,
VH_M_right_anterior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_anterior_bronchopulmonary_segment,VH_M_Lung,Yes,0,0,,0,
VH_M_left_apical_bronchus,VH_M_Lung,No,0,0,,0,
VH_M_hilum_lower_L,VH_M_Lung,No,0,0,,0,
VH_M_thyroid_cartilage,VH_M_Lung,Yes,0,0,,0,
VH_M_left_lingular_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_hilum_lower_R,VH_M_Lung,No,0,0,,0,
VH_M_arytenoid_cartilage_R,VH_M_Lung,No,0,0,,0,
VH_M_right_main_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_right_intermediate_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_M_left_lingula_superior_bronchus,VH_M_Lung,Yes,0,0,,0,
VH_F_skin,VH_F_Skin,No,5,130,"HBM425.MNLD.344,HBM587.RRRP.855,HBM583.BZCR.395,HBM996.MLPF.336,HBM662.LCZB.372,HBM466.MHBK.764,HBM638.RZPZ.848,HBM385.JBCC.226,HBM534.MTQX.978,HBM332.HNTH.957,HBM423.JCSS.679,HBM283.MBDJ.497,HBM539.KNBS.759,HBM392.THQC.298,HBM694.FBXZ.677,HBM987.SPKS.999,HBM489.DNBL.822,HBM727.FWFV.677,HBM742.RRDW.574,HBM237.XCTC.865,HBM248.GGNQ.424,HBM586.BVCT.668,HBM476.VDMX.754,HBM846.TFTB.386,HBM869.BGSV.523,HBM925.DTJX.232,HBM247.WVSK.452,HBM389.LZXG.252,HBM328.HZKF.953,HBM899.KPZB.248,HBM562.NHGF.944,HBM593.WCXP.469,HBM734.ZQWT.739,HBM383.HSLL.395,HBM987.RNLC.437,HBM942.TKVV.272,HBM945.ZHXW.687,HBM465.BGHV.357,HBM983.FLJX.455,HBM842.XGKQ.476,HBM493.SFSB.759,HBM296.SDNC.678,HBM325.TBZD.696,HBM879.DHZS.937,HBM472.TDMG.548,HBM237.ZTVR.485,HBM439.VWXR.647,HBM829.DQPT.455,HBM873.WPPT.573,HBM322.CQXQ.932,HBM798.VKCV.553,HBM269.FVMT.426,HBM665.VLDR.697,HBM454.CDZD.798,HBM585.LRMB.667,HBM586.MPZC.862,HBM845.KVRB.663,HBM485.LKQK.358,HBM559.RQXZ.329,HBM792.GPDF.724,HBM556.LLSB.676,HBM263.CZQC.396,HBM525.BSPT.867,HBM354.CJFZ.735,HBM646.XBKZ.456,HBM249.FQGP.597,HBM485.XQJF.389,HBM294.JDQQ.499,HBM553.SZZQ.837,HBM549.XHSQ.728,HBM883.MDBM.642,HBM228.NSKF.634,HBM427.QZHH.389,HBM253.XLVZ.327,HBM555.VPFG.986,HBM855.XDCZ.397,HBM757.HDPK.856,HBM659.ZVCT.865,HBM527.NBKC.473,HBM727.NFTF.854,HBM587.GTDZ.486,HBM943.MNNZ.379,HBM594.JXWH.967,HBM875.DXFX.377,HBM322.WKFL.989,HBM527.JMTP.489,HBM985.HSVL.549,HBM545.DMDS.427,HBM879.NWJP.364,HBM292.CRHJ.326,HBM467.WCFR.384,HBM227.HTBK.355,HBM266.GZTF.837,HBM695.PKZC.465,HBM536.WDPQ.736,HBM994.PHBN.692,HBM849.MWXD.292,HBM792.WTMG.238,HBM329.SNGL.762,HBM669.DVTX.953,HBM656.ZXZN.355,HBM328.TFPD.546,HBM598.HFFD.475,HBM243.VNMH.397,HBM933.RKLN.623,HBM579.LCGQ.424,HBM597.PQNN.526,HBM337.CCNT.753,HBM482.MFXH.432,HBM842.ZBZL.378,HBM764.VSBG.223,HBM746.GHLS.685,HBM227.SPNB.329,HBM734.SDKQ.649,HBM553.BGXJ.774,HBM976.RGKG.854,HBM967.WCXK.476,HBM855.GRSW.958,HBM735.NJKN.985,HBM989.KKKB.976,HBM438.FHCP.434,HBM256.GKMQ.549,HBM854.DTZT.758,HBM783.FRBC.375,HBM784.TLNJ.456,HBM869.NVZN.227,HBM897.GZFL.285,HBM775.ZFKM.498,HBM877.GHLW.222,HBM742.CWDV.295",0,
VH_M_ciliary_body_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_suspensory_ligament_of_lens_L,VH_M_Eye_L,No,0,0,,0,
VH_M_corneo_scleral_junction_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_macula_lutea_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_vitreous_humor_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_optic_choroid_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_cornea_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_pupil_L,VH_M_Eye_L,No,0,0,,0,
VH_M_aqueous_humor_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_lens_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_palpebral_conjunctiva_of_upper_eyelid_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_iris_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_bulbar_conjunctiva_L,VH_M_Eye_L,No,0,0,,0,
VH_M_ciliary_processes_L,VH_M_Eye_L,No,0,0,,0,
VH_M_ciliary_muscle_L,VH_M_Eye_L,No,0,0,,0,
VH_M_optic_disc_L,VH_M_Eye_L,No,0,0,,0,
VH_M_fovea_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_schlemms_canal_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_trabecular_meshwork_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_ora_serrata_of_retina_L,VH_M_Eye_L,No,0,0,,0,
VH_M_retina_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_sclera_L,VH_M_Eye_L,Yes,0,0,,0,
VH_M_palpebral_conjunctiva_of_lower_eyelid_L,VH_M_Eye_L,No,0,0,,0,
VH_F_medial_condyle_of_left_femur_sup,VH_F_Knee_L,Yes,0,0,,0,
VH_F_lateral_condyle_of_femur_sup_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_posterior_cruciate_enthesis_L,VH_F_Knee_L,No,0,0,,0,
VH_F_medial_condyle_of_left_femur_inf,VH_F_Knee_L,Yes,0,0,,0,
VH_F_distal_most_point_of_medial_condyle_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_lateral_epicondylar_enthesis_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_tibia_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_lateral_condyle_of_femur_inf_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_trochlear_groove_L,VH_F_Knee_L,No,0,0,,0,
VH_F_lateral_perichondular_surface_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_anterior_cruciate_enthesis_L,VH_F_Knee_L,No,0,0,,0,
VH_F_articular_cartilage_of_knee_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_meniscus_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_intercondylar_fossa_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_femur_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_lateral_condyle_of_femur_frontal_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_medial_epicondylar_enthesis_L,VH_F_Knee_L,No,0,0,,0,
VH_F_fibula_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_medial_perichondular_surface_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_patella_L,VH_F_Knee_L,Yes,0,0,,0,
VH_F_left_ovary,VH_F_Ovary_L,Yes,0,0,,0,
VH_F_umbilical_cord,VH_F_Placenta,No,0,0,,0,
VH_F_basal_plate,VH_F_Placenta,Yes,0,0,,0,
VH_F_umbilical_vein,VH_F_Placenta,Yes,0,0,,0,
VH_F_chorionic_plate,VH_F_Placenta,No,0,0,,0,
VH_F_umbilical_artery_2,VH_F_Placenta,Yes,0,0,,0,
VH_F_amnion,VH_F_Placenta,Yes,0,0,,0,
VH_F_umbilical_artery_1,VH_F_Placenta,No,0,0,,0,
VH_F_placenta_vessels,VH_F_Placenta,No,0,0,,0,
VH_F_head_of_pancreas,VH_F_Pancreas,Yes,1,2,"HBM733.DFXR.335,HBM445.LSMH.886",0,
VH_F_body_of_pancreas,VH_F_Pancreas,Yes,1,2,"HBM733.DFXR.335,HBM445.LSMH.886",0,
VH_F_neck_of_pancreas,VH_F_Pancreas,Yes,1,2,"HBM733.DFXR.335,HBM445.LSMH.886",0,
VH_F_uncinate_process,VH_F_Pancreas,Yes,0,0,,0,
VH_F_tail_of_pancreas,VH_F_Pancreas,Yes,0,0,,0,
VH_M_median_sacral_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_colic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_brachiocephalic_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
